layer,unit,qwen2_hopkins_cos,qwen3_hopkins_cos,qwen2_sil,qwen3_sil,sil_diff,sil_diff_pct,qwen2_k_sil,qwen3_k_sil,k_agrees,k_diff,qwen2_k_bic,qwen3_k_bic,k_bic_agrees
0,6314,0.6419498612780338,0.6271370117206694,0.031276434659957886,0.03326212242245674,-0.0019856877624988556,-5.9698167701957265,2,9,False,7,2,2,True
20,328,0.637646076893759,0.6230044947633663,0.03074878454208374,0.03110370971262455,-0.00035492517054080963,-1.1411023759546939,2,10,False,8,2,2,True
20,1004,0.6279893402231864,0.6141001136024852,0.02951255813241005,0.03155013918876648,-0.00203758105635643,-6.4582315918337265,2,9,False,7,2,2,True
20,1406,0.6274078941924923,0.6114107898205838,0.0314553938806057,0.0319574698805809,-0.0005020759999752045,-1.5710755634015108,2,2,True,0,2,2,True
20,1424,0.6340298634390512,0.6167145407674371,0.029977861791849136,0.033213648945093155,-0.0032357871532440186,-9.742341645728931,2,10,False,8,2,2,True
20,1790,0.6350441156065721,0.6186020013166602,0.029275208711624146,0.03067462518811226,-0.0013994164764881134,-4.56213064676809,10,2,False,8,2,2,True
20,2325,0.6382880305591795,0.6206118560411,0.030984023585915565,0.032046787440776825,-0.0010627638548612595,-3.316288276399844,2,10,False,8,2,2,True
20,2679,0.641754879141081,0.6279812363288598,0.02905210107564926,0.03289298340678215,-0.003840882331132889,-11.676904717438747,8,10,False,2,2,2,True
20,2700,0.6382040014655362,0.6281198508119819,0.03123115748167038,0.032853614538908005,-0.0016224570572376251,-4.938443090686948,2,9,False,7,2,2,True
20,2869,0.6317927592839773,0.6160021354828864,0.02921265736222267,0.0315411202609539,-0.0023284628987312317,-7.382308806620719,2,10,False,8,2,2,True
20,2988,0.6385332624668573,0.6187117508124927,0.03179677948355675,0.03061196394264698,0.0011848155409097672,3.870432955982757,2,9,False,7,2,2,True
20,3313,0.6302676670045565,0.6136577491969496,0.028690705075860023,0.03223622590303421,-0.0035455208271741867,-10.99856055680658,3,2,False,1,2,2,True
20,3885,0.6346988241078092,0.616993089629765,0.030156482011079788,0.03172079101204872,-0.001564309000968933,-4.9314943009294785,9,10,False,1,2,2,True
20,4268,0.6321956493254388,0.6141465462633392,0.030504822731018066,0.032867807894945145,-0.0023629851639270782,-7.189360396287609,3,10,False,7,2,2,True
20,4447,0.6315498660186035,0.6176190743167149,0.029511835426092148,0.03303137049078941,-0.0035195350646972656,-10.655128783344505,2,9,False,7,2,2,True
20,4683,0.634492036507022,0.6228474968451606,0.029314203187823296,0.03107614815235138,-0.0017619449645280838,-5.669766265401094,3,2,False,1,2,2,True
20,5278,0.6460488427010481,0.6304729730263018,0.030821925029158592,0.032136429101228714,-0.0013145040720701218,-4.090386234044475,2,9,False,7,2,2,True
20,5662,0.6392078531612987,0.6243435628830603,0.029450025409460068,0.033719755709171295,-0.004269730299711227,-12.66239986000231,7,10,False,3,2,2,True
20,5741,0.6397635926682234,0.629977258436651,0.029581259936094284,0.0315743051469326,-0.001993045210838318,-6.312237756503533,2,10,False,8,2,2,True
20,5789,0.6478964420335804,0.6331766536227523,0.02996480092406273,0.03223191201686859,-0.0022671110928058624,-7.033746839527759,2,9,False,7,2,2,True
20,6045,0.6386803579154465,0.6239724051718283,0.032292235642671585,0.03198753669857979,0.0003046989440917969,0.9525551997422959,2,6,False,4,2,2,True
40,183,0.6347390353691282,0.6156367896538161,0.03235514834523201,0.03064717911183834,0.0017079692333936691,5.573006334974293,2,2,True,0,2,2,True
40,364,0.63545002338147,0.6168031937755675,0.029644282534718513,0.03182362765073776,-0.002179345116019249,-6.848198263056052,2,2,True,0,2,2,True
40,556,0.6319210319804284,0.6150066972031274,0.03069336526095867,0.032222043722867966,-0.0015286784619092941,-4.744200818101404,3,7,False,4,2,2,True
40,824,0.6344898823233357,0.6238443370051674,0.03050357848405838,0.033255305141210556,-0.002751726657152176,-8.274549415401959,2,10,False,8,2,2,True
40,1516,0.6266480007889343,0.611675786988379,0.030223041772842407,0.03286900371313095,-0.0026459619402885437,-8.05002172679636,2,10,False,8,2,2,True
40,1555,0.636335087659465,0.6201839886807519,0.03120443969964981,0.03220966085791588,-0.0010052211582660675,-3.12086849563653,2,9,False,7,2,2,True
40,1823,0.6311670052478316,0.613543992630512,0.031145727261900902,0.03277174010872841,-0.001626012846827507,-4.961631092620668,2,2,True,0,2,2,True
40,3254,0.6341134564045037,0.6213650218950088,0.029655324295163155,0.032989151775836945,-0.00333382748067379,-10.105829647659105,10,2,False,8,2,2,True
40,3515,0.6488473385757615,0.6316413721790899,0.031122008338570595,0.03205031901597977,-0.0009283106774091721,-2.8964163412736434,2,10,False,8,2,2,True
40,3612,0.6392200081243238,0.6234273551958056,0.03060154989361763,0.031006405130028725,-0.00040485523641109467,-1.3057148505713263,2,9,False,7,2,2,True
40,3636,0.6439930574079243,0.6282158754312988,0.03042963519692421,0.03296950086951256,-0.0025398656725883484,-7.703682511423775,2,9,False,7,2,2,True
40,3948,0.6311120006470388,0.6161811016439777,0.030988279730081558,0.03127799928188324,-0.0002897195518016815,-0.9262726467593857,2,5,False,3,2,2,True
40,4055,0.6349181723809574,0.6173886080868153,0.030199306085705757,0.03131463751196861,-0.0011153314262628555,-3.5616935557263605,2,10,False,8,2,2,True
40,4244,0.6408712039277167,0.624219555093122,0.02858232706785202,0.030549151822924614,-0.0019668247550725937,-6.438230319693047,2,9,False,7,2,2,True
40,4808,0.6402529123567773,0.6230152350831316,0.03060649335384369,0.03081265650689602,-0.00020616315305233002,-0.6690859420257702,2,2,True,0,2,2,True
40,4965,0.6353099983915927,0.6215646521898117,0.029359295964241028,0.03236549720168114,-0.0030062012374401093,-9.28828999198554,9,6,False,3,2,2,True
40,5557,0.6307903890426066,0.6175317543107264,0.029370594769716263,0.030091872438788414,-0.0007212776690721512,-2.396918538516814,3,2,False,1,2,2,True
40,6067,0.6356106664047446,0.6272984055098296,0.03412517532706261,0.033199626952409744,0.0009255483746528625,2.7878276342670865,2,9,False,7,2,2,True
40,6106,0.6382299420632015,0.6194513112915674,0.0301434937864542,0.03152640163898468,-0.0013829078525304794,-4.386507119862401,2,10,False,8,2,2,True
40,6364,0.6314085805457809,0.6155444092565384,0.029683750122785568,0.03342587873339653,-0.003742128610610962,-11.195303616272978,2,10,False,8,2,2,True
