model,layer,unit,weighted_mean_sim,diversity_score,n_eff,sum_weights,max_auc,n_desc_auc_ge_05,has_reliable_desc,median_sim_unweighted,min_sim_unweighted,range_gap_unweighted,n_valid_pairs,redundancy_fraction_unweighted,unweighted_similarity_zscore,baseline_percentile,baseline_mean,baseline_std,exp_confidence_adjusted_diversity,unweighted_mean_sim,unweighted_diversity
Llama-3.1-8B-Instruct,0,10081,0.43313274848650485,0.5668672515134952,2.9050293667471503,1.308,0.6531,1,True,,,,0,,1.0234232420285942,84.8,0.38443857045846686,0.0430277552910385,0.3293532025387893,0.4284741752756345,0.5715258247243655
Llama-3.1-8B-Instruct,0,10095,0.5967429928022452,0.4032570071977548,1.539277283993629,1.2651000000000001,0.9998,1,True,,,,0,,6.203411733170613,100.0,0.38443857045846686,0.0430277552910385,0.12414487015815188,0.651357452482889,0.348642547517111
Llama-3.1-8B-Instruct,0,10609,0.3497645027003706,0.6502354972996294,4.248969335615042,2.0016,0.6322,1,True,,,,0,,-0.624123993229043,26.3,0.38443857045846686,0.0430277552910385,0.5525661377909046,0.3575839160065418,0.6424160839934582
Llama-3.1-8B-Instruct,0,10851,0.37737017999438827,0.6226298200056117,4.570096417710019,2.3336,0.6926,1,True,,,,0,,-0.38921853994387046,34.8,0.38443857045846686,0.0430277552910385,0.569095661993416,0.3676913703670267,0.6323086296329733
Llama-3.1-8B-Instruct,0,12733,0.4108832518350281,0.589116748164972,4.99989759520661,4.955400000000001,0.9975,5,True,0.396887729068342,0.2991775393976252,0.09771018967071682,10,0.0,0.6221124074760085,73.7,0.38443857045846686,0.0430277552910385,0.5891046824891962,0.4112066708908634,0.5887933291091366
Llama-3.1-8B-Instruct,0,12865,0.4371485229502463,0.5628514770497537,4.6980015973965985,3.8787000000000003,0.9776,4,True,0.4314648319163825,0.3010615110397339,0.13040332087664863,6,0.0,1.1567053780829961,88.5,0.38443857045846686,0.0430277552910385,0.5288554276553555,0.4342090064104502,0.5657909935895498
Llama-3.1-8B-Instruct,0,13480,0.3029410577904808,0.6970589422095192,1.7437063947108593,0.3479,0.2546,0,False,,,,0,,-1.1584225320126864,12.5,0.38443857045846686,0.0430277552910385,0.24309322700422523,0.3345942492273998,0.6654057507726002
Llama-3.1-8B-Instruct,20,99,0.4032083858548092,0.5967916141451908,4.4860670795874045,3.0675,0.8694000000000001,3,True,0.3992425323435653,0.3657414477179734,0.033501084625591926,3,0.0,0.7366447322154196,76.8,0.38443857045846686,0.0430277552910385,0.5354494427181139,0.4161347397326645,0.5838652602673355
Llama-3.1-8B-Instruct,20,3032,0.4340513580332272,0.5659486419667727,4.548431969229298,2.8371000000000004,0.8419,3,True,0.4170535355114642,0.3753733783515267,0.0416801571599375,3,0.0,0.8504664100957501,80.10000000000001,0.38443857045846686,0.0430277552910385,0.514835779212715,0.4210322310353148,0.5789677689646853
Llama-3.1-8B-Instruct,20,3740,0.4482936925426294,0.5517063074573706,4.374259577045604,2.7016,0.8047,3,True,0.4137798650527191,0.4102226495742798,0.0035572154784392906,3,0.0,1.404247214239461,91.9,0.38443857045846686,0.0430277552910385,0.482661319822374,0.4448601759608849,0.5551398240391151
Llama-3.1-8B-Instruct,20,5188,0.3792237760123612,0.6207762239876389,4.851778721863861,2.9636,0.7876000000000001,4,True,0.36665294369143653,0.3282103538513183,0.038442589840118224,6,0.0,0.01773986978387427,50.7,0.38443857045846686,0.0430277552910385,0.6023737749164441,0.3852018772344223,0.6147981227655777
Llama-3.1-8B-Instruct,20,5424,0.3764123371923644,0.6235876628076356,4.994947582029879,4.8580000000000005,0.9992,5,True,0.37968555406702786,0.2827313036803105,0.09695425038671734,10,0.0,-0.16673409324427427,42.699999999999996,0.38443857045846686,0.0430277552910385,0.6229575377049326,0.377264376695679,0.622735623304321
Llama-3.1-8B-Instruct,20,5733,0.3483419796448335,0.6516580203551665,4.676115652439078,1.8674000000000002,0.5121,1,False,,,,0,,-0.7872035304221269,21.9,0.38443857045846686,0.0430277552910385,0.6094456538040515,0.350566969587222,0.649433030412778
Llama-3.1-8B-Instruct,20,7860,0.37843465861404524,0.6215653413859548,4.118916866727612,2.5787,0.9497,2,True,,,,1,0.0,-0.0471438621870555,47.9,0.38443857045846686,0.0430277552910385,0.5120351936815831,0.3824100758928078,0.6175899241071923
Llama-3.1-8B-Instruct,20,8256,0.3308411660663936,0.6691588339336064,4.5523967295975,0.0723,0.0206,0,False,,,,0,,-1.4581986671701699,6.800000000000001,0.38443857045846686,0.0430277552910385,0.6092552974361253,0.3216955550417503,0.6783044449582497
Llama-3.1-8B-Instruct,20,8476,0.22211851052842407,0.777881489471576,1.5894235812593076,0.7838999999999999,0.6133,1,True,,,,0,,-2.278377621465065,1.0,0.38443857045846686,0.0430277552910385,0.24727663655824736,0.2864050957014897,0.7135949042985104
Llama-3.1-8B-Instruct,20,8552,0.3507083008768278,0.6492916991231722,4.728581639411599,3.8404000000000003,0.9895,4,True,0.31214859693413266,0.2905294548834041,0.021619142050728568,6,0.0,-0.4147261604966459,33.800000000000004,0.38443857045846686,0.0430277552910385,0.6140457614192385,0.3665938347118252,0.6334061652881748
Llama-3.1-8B-Instruct,20,8631,0.4365418410185237,0.5634581589814762,4.984134326805285,3.9827000000000004,0.8826,5,True,0.44924698770046234,0.3215361343898699,0.12771085331059245,10,0.0,1.1743534646041347,88.8,0.38443857045846686,0.0430277552910385,0.561670230379617,0.4349683639586368,0.5650316360413632
Llama-3.1-8B-Instruct,20,8876,0.44355236123121916,0.5564476387687809,4.99678525130537,4.7231000000000005,0.9679,5,True,0.4183850586414337,0.351381520968125,0.06700353767330869,10,0.0,1.375699947806882,91.60000000000001,0.38443857045846686,0.0430277552910385,0.5560898709047085,0.4436318511665958,0.5563681488334042
Llama-3.1-8B-Instruct,20,9836,0.3828137898020829,0.6171862101979171,4.412837223596362,1.5650999999999997,0.5125,1,False,,,,0,,-0.4162610250768994,33.7,0.38443857045846686,0.0430277552910385,0.5447084564503475,0.3665277929342612,0.6334722070657388
Llama-3.1-8B-Instruct,20,10046,0.3599061063321423,0.6400938936678577,4.319636444081323,2.7561,0.9415,2,True,,,,1,0.0,-0.6481412313110199,25.7,0.38443857045846686,0.0430277552910385,0.5529945821443186,0.3565505081635839,0.6434494918364161
Llama-3.1-8B-Instruct,20,10182,0.43670066339975044,0.5632993366002496,4.350406090353797,1.9892999999999998,0.6067,1,True,,,,0,,1.3682038298991694,91.60000000000001,0.38443857045846686,0.0430277552910385,0.4901161729275958,0.44330931003963,0.5566906899603701
Llama-3.1-8B-Instruct,20,10617,0.395528097426345,0.604471902573655,4.615273559640225,3.2755,0.9833,4,True,0.3566950962016717,0.2981085003549759,0.058586595846695844,6,0.0,0.10723155862215072,54.50000000000001,0.38443857045846686,0.0430277552910385,0.5579606378987224,0.3890525037223374,0.6109474962776626
Llama-3.1-8B-Instruct,20,10765,0.305544412373787,0.6944555876262131,4.846384749415008,1.9191,0.5034000000000001,1,False,,,,0,,-1.769854052070093,3.8,0.38443857045846686,0.0430277552910385,0.6731197938035434,0.308285723405142,0.6917142765948581
Llama-3.1-8B-Instruct,20,11587,0.4087080134454368,0.5912919865545632,4.693078400036738,2.9680999999999997,0.8655999999999999,3,True,0.3924585112978831,0.3843181500245249,0.00814036127335821,3,0.0,0.6040534128941414,72.8,0.38443857045846686,0.0430277552910385,0.5549959300428067,0.4104296328911926,0.5895703671088074
Llama-3.1-8B-Instruct,20,11626,0.3906137899429276,0.6093862100570724,4.964319312988383,3.3441,0.7634000000000001,5,True,0.38580426573753357,0.2736800582790324,0.11212420745850116,10,0.0,0.20694756488356492,57.9,0.38443857045846686,0.0430277552910385,0.605037546331024,0.3933430596383532,0.6066569403616469
Llama-3.1-8B-Instruct,20,12784,0.4010280674639867,0.5989719325360132,4.870172923436714,3.6978000000000004,0.8799,5,True,0.4205655814360437,0.2680086573364931,0.15255692409955063,10,0.0,0.49870746665650223,70.19999999999999,0.38443857045846686,0.0430277552910385,0.5834193775470907,0.4058968332955766,0.5941031667044234
Llama-3.1-8B-Instruct,30,46,0.4480653250173823,0.5519346749826177,4.228408196663788,0.0719,0.0227,0,False,,,,0,,0.59517352482285,72.8,0.38443857045846686,0.0430277552910385,0.4667610207438929,0.4100475512402493,0.5899524487597507
Llama-3.1-8B-Instruct,30,129,0.41967157307056746,0.5803284269294325,4.932557561031739,2.6613,0.613,3,True,0.3850399026250903,0.3234056234359741,0.06163427918911618,3,0.0,0.8641319452454902,80.2,0.38443857045846686,0.0430277552910385,0.5725006740264855,0.4216202283376589,0.5783797716623411
Llama-3.1-8B-Instruct,30,557,0.3457037463112257,0.6542962536887743,4.70427348504384,3.5156,0.8777999999999999,4,True,0.34153507011545353,0.2039476809532836,0.13758738916216992,6,0.0,-0.7386031093587615,22.8,0.38443857045846686,0.0430277552910385,0.6155977035183239,0.3526581366117779,0.6473418633882221
Llama-3.1-8B-Instruct,30,715,0.41311729888466026,0.5868827011153397,4.876068233236048,3.0481,0.7486999999999999,4,True,0.4097413954760734,0.3574894475188688,0.052251947957204614,6,0.0,0.6949447333044325,75.7,0.38443857045846686,0.0430277552910385,0.5723360191088548,0.414340482383886,0.585659517616114
Llama-3.1-8B-Instruct,30,738,0.3102498851023931,0.6897501148976068,3.057535977193242,0.2688999999999999,0.121,0,False,,,,0,,-1.6913926966481323,4.6,0.38443857045846686,0.0430277552910385,0.42178715831452107,0.3116617394060413,0.6883382605939588
Llama-3.1-8B-Instruct,30,1721,0.4086605670112903,0.5913394329887097,4.42801797954434,2.9722999999999997,0.8732,2,True,,,,1,0.0,0.576773475146869,72.39999999999999,0.38443857045846686,0.0430277552910385,0.5236923282575124,0.4092558384054482,0.5907441615945518
Llama-3.1-8B-Instruct,30,1911,0.40369854536639904,0.596301454633601,4.777786818656027,2.855,0.8068000000000001,4,True,0.3791970943841766,0.3083257675170898,0.0708713268670868,6,0.0,0.49270556738788907,69.89999999999999,0.38443857045846686,0.0430277552910385,0.5698002459787668,0.4056385850425652,0.5943614149574348
Llama-3.1-8B-Instruct,30,2324,0.3523841063076516,0.6476158936923484,3.208521881919621,0.0907,0.0425,0,False,,,,0,,-0.6986870397925736,23.799999999999997,0.38443857045846686,0.0430277552910385,0.41557795319816615,0.3543756354852519,0.6456243645147481
Llama-3.1-8B-Instruct,30,2589,0.6076956359040053,0.3923043640959947,2.1681433555326155,0.1459,0.0945,0,False,,,,0,,2.0964472875116273,97.8,0.38443857045846686,0.0430277552910385,0.17011442007223576,0.4746439913260786,0.5253560086739214
Llama-3.1-8B-Instruct,30,3461,0.3141041503400975,0.6858958496599026,3.99211777614083,1.3879000000000001,0.4775,0,False,,,,0,,-1.1660915627274586,12.4,0.38443857045846686,0.0430277552910385,0.5476354028017031,0.3342642680504851,0.665735731949515
Llama-3.1-8B-Instruct,30,3828,0.3753671617488051,0.624632838251195,4.63368815128158,1.4068999999999998,0.3615,0,False,,,,0,,-0.17815791419310217,42.5,0.38443857045846686,0.0430277552910385,0.5788707563011892,0.3767728353234042,0.6232271646765958
Llama-3.1-8B-Instruct,30,4971,0.35330513557173754,0.6466948644282624,4.592820800978645,2.891,0.8389,3,True,0.3690661003907354,0.2459622098792259,0.1231038905115095,3,0.0,-0.8627889545848381,19.1,0.38443857045846686,0.0430277552910385,0.5940307250464376,0.3473146984527795,0.6526853015472205
Llama-3.1-8B-Instruct,30,5245,0.3459715475493261,0.6540284524506739,4.9753319513725645,4.3795,0.937,5,True,0.3071110902668285,0.2340797642421866,0.07303132602464188,10,0.0,-0.9738801064682565,17.0,0.38443857045846686,0.0430277552910385,0.650801731316918,0.3425346955545402,0.6574653044454598
Llama-3.1-8B-Instruct,30,6472,0.40838281626842543,0.5916171837315746,4.9716501054499895,4.4602,0.9944,5,True,0.37393660326424555,0.3199093735191041,0.05402722974514146,10,0.0,0.43019997178782415,68.0,0.38443857045846686,0.0430277552910385,0.5882627267770217,0.402949109570765,0.597050890429235
Llama-3.1-8B-Instruct,30,6892,0.35012628362569836,0.6498737163743016,3.105803493701595,1.4027999999999998,0.6063000000000001,1,True,,,,0,,-1.0217426394519658,15.9,0.38443857045846686,0.0430277552910385,0.4036760117560291,0.3404752781977079,0.6595247218022922
Llama-3.1-8B-Instruct,30,9947,0.37224119372302766,0.6277588062769723,4.776538832688696,2.2032,0.5525,1,True,,,,0,,-0.14918222586964788,43.3,0.38443857045846686,0.0430277552910385,0.5997028631488517,0.3780195941499752,0.6219804058500248
Llama-3.1-8B-Instruct,30,10713,0.3596048699776578,0.6403951300223423,4.540956720008395,2.4636,0.7194,3,True,0.3857041895389557,0.2982873022556305,0.0874168872833252,3,0.0,-0.9164464238266573,17.8,0.38443857045846686,0.0430277552910385,0.5816013138271209,0.3450059379967061,0.6549940620032939
Llama-3.1-8B-Instruct,30,12035,0.30919924301117235,0.6908007569888277,4.796474416839962,3.6476,0.9273,5,True,0.32409810578238385,0.1731453239917755,0.15095278179060834,10,0.0,-1.8128386051465042,3.3000000000000003,0.38443857045846686,0.0430277552910385,0.6626816316061183,0.3064361945740755,0.6935638054259246
Llama-3.1-8B-Instruct,30,14030,0.3576108084061462,0.6423891915938538,3.5256873969941718,0.7552,0.3226,0,False,,,,0,,-0.7765715777658082,22.1,0.38443857045846686,0.0430277552910385,0.4529726953535449,0.351024438644384,0.6489755613556161
Llama-3.1-8B-Instruct,30,14157,0.409791870556791,0.590208129443209,4.853481698929256,3.7315,0.8609,5,True,0.3895006540859851,0.2352679292937497,0.1542327247922354,10,0.0,0.26620355543314,60.8,0.38443857045846686,0.0430277552910385,0.5729128709623769,0.3958927118992484,0.6041072881007516
gemma-scope-2b,0,31,0.49495610398443785,0.5050438960155621,4.5526481716177525,1.0109499999999996,0.3289499999999999,0,False,,,,0,,3.814601438603544,100.0,0.36107379564683795,0.04346639411261741,0.459857433956391,0.5268807651597369,0.4731192348402631
gemma-scope-2b,0,2536,0.522278781157246,0.477721218842754,4.80336537405555,1.1951499999999997,0.29005,0,False,,,,0,,3.6289454629636912,100.0,0.36107379564683795,0.04346639411261741,0.4589339122081797,0.5188109693532126,0.4811890306467874
gemma-scope-2b,0,2696,0.48582140765044574,0.5141785923495543,4.999999998819097,1.4549999999999998,0.291,0,False,,,,0,,2.869978394812281,99.7,0.36107379564683795,0.04346639411261741,0.5141785922281153,0.4858214076504456,0.5141785923495543
gemma-scope-2b,0,2725,0.44723833166650956,0.5527616683334904,4.849409087860945,2.3139,0.5859,2,True,,,,1,0.0,2.7557332364696068,99.6,0.36107379564683795,0.04346639411261741,0.5361134915675211,0.4808555825724646,0.5191444174275355
gemma-scope-2b,0,2818,0.4270810687617171,0.572918931238283,4.809220364304631,1.6270999999999998,0.4431999999999999,0,False,,,,0,,1.7852278886318333,95.5,0.36107379564683795,0.04346639411261741,0.5510586782413589,0.4386712146349451,0.5613287853650549
gemma-scope-2b,0,3681,0.5180098842325596,0.48199011576744044,4.735671397032408,0.1384,0.0377,0,False,,,,0,,3.1063572686608407,99.8,0.36107379564683795,0.04346639411261741,0.4565093609784413,0.4960959449410438,0.5039040550589562
gemma-scope-2b,0,3740,0.4105917119548942,0.5894082880451058,4.9705882344474,1.7082000000000002,0.3942,0,False,,,,0,,1.0827930355748001,85.1,0.36107379564683795,0.04346639411261741,0.5859411803685575,0.4081389044735296,0.5918610955264705
gemma-scope-2b,0,4554,0.4593677466756191,0.5406322533243809,4.525164535477647,2.0024499999999996,0.6361000000000001,1,True,,,,0,,2.3040544860412395,98.2,0.36107379564683795,0.04346639411261741,0.48928997989577117,0.4612227359940506,0.5387772640059494
gemma-scope-2b,0,6213,0.5606650717097407,0.43933492829025933,4.999999999850186,4.085,0.817,5,True,0.5526306731914803,0.4102987157942425,0.1423319573972378,10,0.0,4.591852628625694,100.0,0.36107379564683795,0.04346639411261741,0.4393349282770956,0.5606650717097406,0.43933492829025944
gemma-scope-2b,0,6600,0.5504804331111199,0.44951956688888006,4.999994958156607,4.278700000000001,0.8574,5,True,0.5424671769142151,0.4054633378982544,0.1370038390159607,10,0.0,4.356937418667141,100.0,0.36107379564683795,0.04346639411261741,0.4495191136074284,0.5504541546106339,0.44954584538936615
gemma-scope-2b,0,10338,0.34510231317661194,0.654897686823388,3.7302169649535646,2.7045,0.9694,3,True,0.3056445808900769,0.3043699264526367,0.0012746544374401814,3,0.0,0.493956951208405,70.6,0.36107379564683795,0.04346639411261741,0.4885820923394897,0.3825443231627294,0.6174556768372705
gemma-scope-2b,0,10531,0.6818298728556729,0.31817012714432713,4.598774455769371,3.0445,0.9011,3,True,0.6866429448127747,0.6754580736160278,0.011184871196746826,3,0.0,7.295992839987671,100.0,0.36107379564683795,0.04346639411261741,0.2926385306600449,0.6782042958725768,0.3217957041274232
gemma-scope-2b,0,10698,0.39442992425297957,0.6055700757470204,4.9999999999,5.0,1.0,5,True,0.39459903868092205,0.2458355131247338,0.14876352555618824,10,0.0,0.7674004086862812,78.0,0.36107379564683795,0.04346639411261741,0.605570075734909,0.3944299242529795,0.6055700757470205
gemma-scope-2b,0,12182,0.3815672806677992,0.6184327193322008,4.931374736085073,4.2139999999999995,1.0,5,True,0.34683013937415663,0.2705083328182504,0.07632180655590626,10,0.0,0.3282111692698885,64.0,0.36107379564683795,0.04346639411261741,0.6099446976166412,0.3753399516824859,0.6246600483175141
gemma-scope-2b,0,12482,0.3626948053416887,0.6373051946583113,4.999988888913579,0.015,0.003,0,False,,,,0,,0.03729340167143757,54.50000000000001,0.36107379564683795,0.04346639411261741,0.6373037784276924,0.3626948053416888,0.6373051946583113
gemma-scope-2b,0,13183,0.408421583605212,0.5915784163947879,4.706001905168582,2.7015000000000002,0.7168,2,True,,,,1,0.0,0.7114053153051858,76.3,0.36107379564683795,0.04346639411261741,0.556793830922097,0.391996019455704,0.608003980544296
gemma-scope-2b,0,13502,0.3970169085298792,0.6029830914701209,3.193431517271034,0.28354999999999986,0.13485,0,False,,,,0,,1.6996029076989638,94.5,0.36107379564683795,0.04346639411261741,0.3851170417364413,0.4349494054678316,0.5650505945321684
gemma-scope-2b,0,13988,0.828117643505817,0.17188235649418304,4.999998611293264,2.878,0.5762,5,True,0.8905761241912842,0.6764680550377413,0.21410806915354286,10,0.5,10.744504417678538,100.0,0.36107379564683795,0.04346639411261741,0.17188230875534577,0.828098659210412,0.17190134078958796
gemma-scope-2b,0,14477,0.4511066246844676,0.5488933753155324,4.688536269657128,1.7512499999999998,0.5245,1,False,,,,0,,2.3147783828532504,98.2,0.36107379564683795,0.04346639411261741,0.5147012996682792,0.4616888651193045,0.5383111348806955
gemma-scope-2b,0,16268,0.3998309276599771,0.6001690723400229,4.999999998597259,1.335,0.267,0,False,,,,0,,0.8916574011803946,81.10000000000001,0.36107379564683795,0.04346639411261741,0.6001690721716465,0.3998309276599772,0.6001690723400228
gemma-scope-2b,10,603,0.7442570732080391,0.25574292679196087,4.990762900978788,4.6988,0.9842,5,True,0.731310587188831,0.6045342267910908,0.1267763603977402,10,0.0,8.821807167719872,100.0,0.36107379564683795,0.04346639411261741,0.25527046224421046,0.744525942784463,0.25547405721553695
gemma-scope-2b,10,1198,0.34707904108665316,0.6529209589133469,4.999999999596782,2.49,0.498,0,False,,,,0,,-0.32196723114242526,40.699999999999996,0.36107379564683795,0.04346639411261741,0.652920958860693,0.3470790410866531,0.6529209589133469
gemma-scope-2b,10,1928,0.5920929882619416,0.40790701173805843,4.966615109246775,4.3397,0.9448,5,True,0.5565960671546429,0.4907207190990448,0.06587534805559814,10,0.0,5.341953979593225,100.0,0.36107379564683795,0.04346639411261741,0.40518342553318853,0.593269272655302,0.40673072734469795
gemma-scope-2b,10,2286,0.4103686442628535,0.5896313557371464,4.877504094739595,0.0485,0.0116,0,False,,,,0,,0.9696999008454706,82.6,0.36107379564683795,0.04346639411261741,0.5751858703989581,0.4032231537079532,0.5967768462920469
gemma-scope-2b,10,3209,0.45630094887139877,0.5436990511286013,2.4844560210680857,1.2411999999999999,0.7287,1,True,,,,0,,1.1917009268951055,87.8,0.36107379564683795,0.04346639411261741,0.2701592762450917,0.4128727377996321,0.5871272622003679
gemma-scope-2b,10,3863,0.3309580842924973,0.6690419157075027,4.9999999995975895,2.4925,0.4985,0,False,,,,0,,-0.6928504645753139,25.1,0.36107379564683795,0.04346639411261741,0.6690419156536568,0.3309580842924973,0.6690419157075027
gemma-scope-2b,10,4006,0.5312533679521867,0.4687466320478133,4.487514241718599,3.53935,1.0,3,True,0.4941146377256737,0.4670696874219373,0.027044950303736437,3,0.0,3.550373953508571,99.9,0.36107379564683795,0.04346639411261741,0.420701437414438,0.5153957491572131,0.4846042508427869
gemma-scope-2b,10,4250,0.37315914081572593,0.626840859184274,4.999999999595969,2.4875,0.4975,0,False,,,,0,,0.27803882552520987,62.4,0.36107379564683795,0.04346639411261741,0.6268408591336214,0.373159140815726,0.626840859184274
gemma-scope-2b,10,8516,0.6700297761251529,0.3299702238748471,3.5190459746909943,3.12655,0.9991,3,True,0.7246204614639282,0.6905223727226257,0.03409808874130249,3,0.0,5.088059729394119,100.0,0.36107379564683795,0.04346639411261741,0.23223607761893336,0.5822334051132202,0.4177665948867798
gemma-scope-2b,10,8648,0.576453154135508,0.423546845864492,1.4081585343278569,0.39814999999999995,0.3334,0,False,,,,0,,2.1132223324565325,97.3,0.36107379564683795,0.04346639411261741,0.11928422113834594,0.4529279503969782,0.5470720496030218
gemma-scope-2b,10,8945,0.2648414184065351,0.7351585815934649,4.999999999599199,2.4975,0.4995,0,False,,,,0,,-2.213948941588614,1.0999999999999999,0.36107379564683795,0.04346639411261741,0.7351585815345345,0.2648414184065351,0.7351585815934649
gemma-scope-2b,10,9562,0.5135654255091543,0.4864345744908457,3.855117924314797,2.33365,0.9434,2,True,,,,1,0.0,3.3988135849399845,99.9,0.36107379564683795,0.04346639411261741,0.3750525294252201,0.5088079664451574,0.49119203355484264
gemma-scope-2b,10,10341,0.4899958788602095,0.5100041211397905,4.850150201288323,4.246700000000001,0.9993,5,True,0.4602162393983611,0.2926301658153534,0.1675860735830077,10,0.0,2.6520168849816916,99.3,0.36107379564683795,0.04346639411261741,0.4947193181608059,0.4763474067627681,0.5236525932372319
gemma-scope-2b,10,10787,0.33023736387925784,0.6697626361207422,4.999999999549227,2.355,0.471,0,False,,,,0,,-0.7094315596477959,24.8,0.36107379564683795,0.04346639411261741,0.66976263606036,0.330237363879258,0.669762636120742
gemma-scope-2b,10,10818,0.3555953719842195,0.6444046280157805,4.977059752405182,0.6865999999999999,0.1522,0,False,,,,0,,-0.06627416631068002,50.6,0.36107379564683795,0.04346639411261741,0.6414480676721948,0.3581930966144928,0.6418069033855072
gemma-scope-2b,10,11970,0.32149277659182335,0.6785072234081766,3.8431134967329172,2.1434,0.7964000000000001,2,True,,,,1,0.0,-0.035025775381724536,51.6,0.36107379564683795,0.04346639411261741,0.521516053582148,0.3595513514899959,0.640448648510004
gemma-scope-2b,10,12045,0.7230903250626153,0.2769096749373847,4.9427752523759265,2.0532,0.4644999999999999,0,False,,,,0,,8.35467635474099,100.0,0.36107379564683795,0.04346639411261741,0.2737404576847935,0.7242214507653756,0.2757785492346244
gemma-scope-2b,10,13527,0.6669085149813102,0.3330914850186898,4.954298408547042,0.8747499999999999,0.18625,0,False,,,,0,,7.189364290363756,100.0,0.36107379564683795,0.04346639411261741,0.33004692282573317,0.6735695373109669,0.3264304626890331
gemma-scope-2b,10,15015,0.4875167486544215,0.5124832513455785,4.607631081147791,3.5435999999999996,0.9707,3,True,0.4397670364518747,0.3231318207822082,0.1166352156696665,3,0.0,3.0958037708915715,99.8,0.36107379564683795,0.04346639411261741,0.4722667514935126,0.4956372224477381,0.5043627775522619
