layer,unit,method,explanation,AUC,U1,p,MAD
0,1749,davies_bouldin,"Features and conditions of residential properties and dwellings, the processes and services involved in their construction, acquisition, sale, and upkeep, and the arrangements for their occupancy",0.6639999999999999,3360.0,0.0740692901370121,0.4331175760848946
0,1749,davies_bouldin,"Singling out specific entities, their characteristics, and related actions or states",0.7970999999999999,2029.0,0.0012110323616301,0.9899410528600372
0,1749,davies_bouldin,"The identification of specific named entities like locations, individuals, and events; precise numerical values for dates, measurements, and quantities; definitive attributes, qualities, or states of objects and processes; and terms that specify particular components, stages, actions, or direct references to individual items within a given context",0.6956,3044.0,0.0331338648259514,0.5791032308072134
0,1749,davies_bouldin,"The specific identification of named individuals, organizations, and locations; concrete numerical, monetary, and temporal data; defined roles, classifications, and titles; particular events, projects, or ongoing processes; and descriptive attributes or states",0.5997,4003.0,0.2776310908785053,0.2660955148618735
0,1749,davies_bouldin,"Specific characteristics, components, and performance attributes of engineered products, materials, and systems, including their design, functionality, and related operational or service processes",0.4759,5241.0,0.7933080306436348,0.1095576777996242
0,1749,davies_bouldin,"Specific attributes, classifications, numerical values, operational states, and procedural or evaluative aspects of entities and processes",0.5943,4057.0,0.3045029082897657,0.2616313325013641
0,1749,davies_bouldin,"Operational components, procedural steps, and measurable outcomes within administrative, service-oriented, or institutional frameworks",0.7492,2508.0,0.006639332410786,0.7672286995526425
0,1749,fixed-k5,"Describing specific entities, their attributes, relevant processes, and their functional or performance metrics",0.373,6270.0,0.1666398988309226,-0.3413974845782492
0,1749,fixed-k5,"Specific entities, their distinguishing attributes or conditions, and the dynamics of actions, processes, or consequences",0.8878999999999999,1121.0,2.3840325373295176e-05,1.6060417692744442
0,1749,fixed-k5,"Specific characteristics, constituent parts, and spatial contexts of physical items and locations, including the processes of their creation, modification, or utilization",0.7458,2542.0,0.0074202397381726,0.7046004516706376
0,1749,fixed-k5,"Concrete and specific information identifying individuals, groups, or roles; precise geographical or administrative locations; distinct components, materials, or functions of objects; exact numerical values, measurements, or temporal markers; clear descriptive attributes or qualities; and defined actions or states",0.7264,2736.0,0.0136625980593098,0.6193607946991184
0,1749,fixed-k5,"Specific entities, their defining attributes, numerical specifications, operational states, and associated actions or references",0.8508,1492.0,0.0001327425129092,1.3170840700703863
0,1749,silhouette,"Promoting organizational progress and high performance, encompassing strategic planning, professional expertise, efficient operations, and the attainment of successful, quality outcomes",0.5129,4871.0,0.8886625024037523,-0.0060511494174829
0,1749,silhouette,"Specific attributes, design elements, and artistic or crafted qualities of physical objects and visual media, along with their creation, assembly, and human appreciation",0.9244,756.0,3.779316189680547e-06,2.0145824134402135
0,1749,silhouette,"Describing properties, their characteristics, design, and state, alongside the processes, services, and professionals involved in their acquisition, sale, maintenance, and management",0.7353000000000001,2647.0,0.0103778978744516,0.8021950970446986
0,1749,silhouette,"Identification of specific entities, attributes, or instances",0.7458,2542.0,0.0074202397381726,0.7976519491943217
0,1749,silhouette,"Concrete references to specific entities, numerical and temporal details, descriptive attributes, and markers of continuous states or project progression",0.4165999999999999,5834.0,0.3638397797689714,-0.2765826104950041
0,1749,silhouette,"Specific individuals, groups, or organizations, their professional, academic, or creative roles, achievements, and affiliations, along with associated temporal, financial, or narrative details",0.7588,2412.0,0.0048173198772439,0.7184797133169855
0,1749,silhouette,"Descriptive elements detailing the composition, properties, functions, operational states, and specific components of various entities, from physical objects and technical systems to abstract concepts and roles, often including measurements, materials, and processes",0.6990000000000001,3010.0,0.0301967943358726,0.6405398176603088
0,1749,silhouette,"Information elements identifying specific entities, locations, values, and brands; describing attributes, states, and conditions; indicating actions, processes, objectives, and permissions; and providing general or particular references, alongside abbreviations and contractions",0.6134999999999999,3865.0,0.2164574267597753,0.2725893496013409
0,1749,silhouette,"Referencing specific entities, formal processes, categorized information, or concrete data points within established systems or fields of study",0.5249,4751.0,0.7865962776777292,0.0368385974700055
0,2725,bic,"Actions and attributes that drive improvement, efficiency, and the achievement of objectives",0.8475,1525.0,0.0001534852949802,1.0236335326196937
0,2725,bic,"Properties and characteristics of items, services, or abstract ideas, describing their appearance, functionality, composition, or state, and how they are perceived or evaluated",0.7547999999999999,2452.0,0.0055129892667547,0.971349407128806
0,2725,davies_bouldin,"Intrinsic qualities, functional performance, and resulting impacts of materials, products, and procedures, encompassing efficiency, benefits, potential hazards, and strategies for improvement or control",0.5347000000000001,4653.0,0.7058012065650161,-0.0164501364669225
0,2725,davies_bouldin,"Appreciating the aesthetic, functional, and material qualities of tangible objects, including their creation, selection, and emotional impact",0.5967,4033.0,0.2923537353869345,0.177585557358274
0,2725,davies_bouldin,"Anticipation, expectation, and degrees of certainty; actions of giving, receiving, and providing; formal decisions, appointments, and rejections; instances of absence, limitation, or prevention; alternative choices and contrasting situations; descriptive modifiers of manner, intensity, and extent; and specific references to names, places, organizations, or defined quantities",0.8874000000000001,1126.0,2.442375193678228e-05,1.4884586992025584
0,2725,davies_bouldin,"Qualities, requirements, and actions related to products, services, or digital interfaces",0.5,5000.0,1.0,-0.0746563513243218
0,2725,davies_bouldin,"Competent and reliable provision of services and product offerings, demonstrating expertise and high standards, ensuring customer contentment through efficient problem resolution, proactive maintenance, and attentive delivery of experiences and amenities for diverse needs",0.508,4920.0,0.930979276105098,-0.0880141652648886
0,2725,davies_bouldin,"Functional capabilities, operational efficiency, and administrative aspects of technology, alongside user interaction, system enhancement, and troubleshooting",0.5832999999999999,4167.0,0.3644156320464892,0.1423400552171709
0,2725,davies_bouldin,"Cultivation of individual skills, knowledge, and personal growth through educational and developmental experiences, supported by enabling resources and interactive environments, frequently encompassing motivation, assessment, and overcoming obstacles",0.4522,5478.0,0.602909098158056,-0.2196896980760502
0,2725,davies_bouldin,"Strategic methods and efficient practices for enhancing performance, attaining specific goals, and safeguarding assets",0.4842,5158.0,0.8637587423467574,-0.1162675714051708
0,2725,davies_bouldin,"The assessment of capabilities and criteria influencing the successful attainment or non-fulfillment of objectives, encompassing the processes of evaluation, decision-making, and action, and the resulting positive or negative impacts",0.7534000000000001,2466.0,0.0057771152848719,0.7401414615163949
0,2725,davies_bouldin,"Personal and collective capacities in action, the exchange of support and understanding, and the pursuit of comprehension, resilience, or specific accomplishments",0.5004,4996.0,0.9969575594650568,-0.1052140776121985
0,2725,fixed-k5,"Focusing on the attainment of desired results, often through strategic actions, enhancements, or problem-solving within various systems and interactions, emphasizing efficiency, capability, and targeted solutions",0.6731,3269.0,0.0593857254699308,0.4757555978766857
0,2725,fixed-k5,"The progression towards competence, the acquisition of knowledge or resources, and the enabling of favorable conditions for development and achievement",0.5689,4311.0,0.4531946622196161,0.0705647747176646
0,2725,fixed-k5,"Ensuring superior quality and reliability in services and products, facilitating successful outcomes, and enhancing experiences through effective solutions and attentive management",0.4855,5145.0,0.8749072866165131,-0.1713479317200968
0,2725,fixed-k5,"The characteristics and progression of an endeavor, its anticipated developments, and the resulting successes, failures, or emotional experiences",0.4303,5697.0,0.4479629609374193,-0.2792814558394245
0,2725,fixed-k5,"Providing specific attributes and properties of entities, outlining methodical processes or instructions, and evaluating functional or experiential attributes",0.6076,3924.0,0.2413077384541333,0.3478879608158272
0,2725,silhouette,"Operational aspects, properties, and components of a system or process, including their optimization and specific functionality",0.6929000000000001,3071.0,0.0356372989246252,0.5166240838005322
0,2725,silhouette,"Qualitative descriptions of objects, services, and experiences, pertaining to their design, aesthetic appeal, functional performance, and the processes of their creation, interaction, or assessment",0.5885,4115.0,0.3352286002204123,0.2168287464609052
0,3057,bic,"Specific naming, descriptive characteristics, quality assessments, and functional or conditional aspects",0.8671,1329.0,6.363822786778988e-05,1.39827398531353
0,3057,bic,"Specificity of data including names, numerical values, dates, and times, alongside technical or formal terminology within structured contexts",0.7532,2468.0,0.0058157649606601,0.7773351316765962
0,3057,davies_bouldin,"Culinary items and ingredients, their preparation and cooking methods, the serving and consumption of food for both humans and animals, encompassing dining experiences, related equipment, and sensory qualities",0.4519999999999999,5480.0,0.6013914469964049,-0.0448997136470383
0,3057,davies_bouldin,"Specific numerical quantities, identifiers, and distinct characteristics of entities within technical, financial, and digital contexts, encompassing their geographical, temporal, and access-related conditions",0.4591,5409.0,0.6562848794691779,-0.2681074949814198
0,3057,davies_bouldin,"Named entities for organizations, locations, and events, alongside precise temporal and numerical identifiers, and formal classifications of individuals, items, or achievements",0.7873,2127.0,0.0017510352842072,1.0066084628023824
0,3057,davies_bouldin,"Personal well-being encompassing physical and mental health, medical care, and support; individual autonomy in making life and economic choices; the understanding and interpretation of spiritual beliefs and historical narratives; and modes of communication and self-expression",0.6507000000000001,3493.0,0.100738126552711,0.3247721784451868
0,3057,davies_bouldin,"Human identities, life trajectories, and descriptive traits within specified periods, locations, and organizational structures, encompassing qualitative assessments of their achievements or conditions, and the diverse forms of media and interaction",0.8102,1898.0,0.0007275281044983,1.137937056191048
0,3057,davies_bouldin,"Professional competence, service and product quality, specialized features, and tangible client advantages, often alongside specific industry or transactional details",0.5796,4204.0,0.3861212444189513,0.1759188914882905
0,3057,davies_bouldin,"Attributes and composition of physical objects, their design, and methods of creation",0.7011,2989.0,0.0284968145018797,0.7080231774499959
0,3057,davies_bouldin,"Precise temporal and quantitative data, specific place names or types of locations, and concrete descriptive attributes or conditions",0.6133,3867.0,0.217268449612998,0.2709338731952629
0,3057,davies_bouldin,"The processes, technologies, and services related to digital and online business, encompassing financial, technical, and communication aspects, along with their management and quality standards",0.2592,7408.0,0.0087185464126445,-0.6645872649657786
0,3057,davies_bouldin,"Naming particular individuals, organizations, places, or events, along with their distinct roles, specific types, or measurable details",0.6507999999999999,3492.0,0.100512281025481,0.6160434832939834
0,3057,fixed-k5,"Specific composition, preparation methods, and distinct types of food, handcrafted items, structural designs, and natural entities, along with their unique attributes and observed characteristics",0.6719999999999999,3280.0,0.0610210811545249,0.4578610663170486
0,3057,fixed-k5,"Precise numerical and temporal data, specific named entities like people, places, organizations, and events, along with key descriptive terms characterizing states, attributes, or significant actions",0.7946,2054.0,0.0013318258473005,0.9688224351398428
0,3057,fixed-k5,"Specific identifiers like names, places, brands, numbers, and precise timeframes; descriptions of digital and online system functionalities, services, and content; and actions related to management, modification, access, or commercial transactions",0.4138,5862.0,0.3479475005030966,-0.2843816041329589
0,3057,fixed-k5,"Detailed factual descriptions of entities, encompassing their physical and functional attributes, constituent components, quality assessments, and specific identifying characteristics",0.5959,4041.0,0.2963667603770972,0.334425082042681
0,3057,fixed-k5,"Precise terminology and quantifiable information relating to administrative, legal, financial, or technical systems and entities",0.2568,7432.0,0.0080719607146654,-0.8637008360860369
0,3057,silhouette,"Identifying precise attributes, specific classifications, explicit values, designated entities, and detailed actions or states",0.5751999999999999,4248.0,0.4129368982666336,0.3242201121900572
0,3057,silhouette,"Designations, unique identifiers, established categories, and specific terminology in various domains",0.5868,4132.0,0.3446003095134095,0.4739169334119436
20,328,bic,"Precise elements, operations, and attributes within specialized domains like scientific research, legal and policy frameworks, industry safety, health, agriculture, and cultural contexts, pinpointing specific entities, roles, locations, processes, and their characteristics or consequences",0.6911,3089.0,0.0373944435173457,0.3120701858766567
20,328,bic,"Specific attributes and methods of various products, services, activities, or concepts, detailing their characteristics, applications, or operational procedures, often in a consumer, technical, or descriptive context",0.8029,1971.0,0.0009687167277021,0.90261889130524
20,328,davies_bouldin,"The distinct characteristics, activities, or logistical information associated with specific named locations, events, or services",0.7731,2269.0,0.0029318320462424,0.5547082085265275
20,328,davies_bouldin,"Establishing the relationships, contexts, purposes, and scope of actions, entities, or concepts within various systems and processes",0.7432,2568.0,0.0080719607146654,0.4809353329777194
20,328,davies_bouldin,"Professional and commercial dealings related to specific services, products, or property, including their acquisition, provision, and management",0.9399,601.0,1.6510117856644017e-06,1.878030112633868
20,328,davies_bouldin,"Specific product characteristics, materials, and technical specifications, detailing operational processes, methods, and practical applications for efficiency, performance, or safety. Also, instructions for installation, configuration, or usage, and discussions on distinctions, competitive advantages, or overall improvement strategies",0.6743,3257.0,0.0576433481832188,0.3539234643633827
20,328,davies_bouldin,"Institutional and societal influences affecting individual and community rights, access, well-being, and opportunities, often involving issues of justice, accountability, and social change",0.653,3470.0,0.0956450212266984,0.1699142936276722
20,328,davies_bouldin,"Personal engagement with tasks and challenges, reflecting on experiences, seeking knowledge and understanding, and purposeful actions for self-improvement or achieving desired outcomes",0.6614,3386.0,0.0787715185527821,0.2212475893479955
20,328,davies_bouldin,"Specific named entities, various relational markers (temporal, spatial, conditional, comparative, causal, negative), and descriptive attributes or categories",0.7982,2018.0,0.0011611594132303,0.7714960916663247
20,328,davies_bouldin,"Describing various physical objects and consumable items, emphasizing their design, aesthetic attributes, material composition, and their intended function or associated experience",0.5043,4957.0,0.9630691862613544,-0.1351293545607484
20,328,davies_bouldin,"The infrastructure, services, and regulatory aspects within healthcare and social welfare systems, concerning medical conditions, injuries, and support for vulnerable groups",0.8364,1636.0,0.0002478896363408,0.9220359238439128
20,328,davies_bouldin,"Digital platforms, online services, and the various forms of content or data exchanged, managed, and interacted with in these virtual spaces",0.9524,476.0,8.298430233336733e-07,2.3008425100529317
20,328,fixed-k5,"Particular factual information, including specific names of people, places, organizations, objects, and events, along with their precise characteristics, quantities, and contextual connections",0.7645000000000001,2355.0,0.0039628751690879,0.650490336875795
20,328,fixed-k5,"Specific frameworks, methods of engagement, and structured environments that facilitate or constrain activities, encompassing communication, learning, and the navigation of defined social, professional, or natural systems",0.8255999999999999,1744.0,0.000389988300206,0.8092733166468343
20,328,fixed-k5,"Directions, recommendations, and the assessment of conformity to rules or best practices",0.7085,2915.0,0.0231470379446492,0.3162147121578926
20,328,fixed-k5,"Specific characteristics, actions, and constituent parts of operational systems, programs, and strategic initiatives",0.6673,3327.0,0.0684341087090989,0.3076589491608879
20,328,fixed-k5,"The production, ornamentation, and specific characteristics of various items, including decorative objects, prepared foods, and functional products, along with the processes involved in their making or use",0.5655,4345.0,0.475810030739244,0.0291532456608263
20,328,silhouette,"Specific locations and geographical features, diverse events and experiences encompassing travel, dining, and social interactions, descriptive qualities and attributes of places, activities, or entities, and references to particular items, products, or biological elements",0.8091999999999999,1908.0,0.0007568958840383,0.9150550346723564
20,328,silhouette,"Structured methodologies and ongoing development within professional, academic, and scientific fields, alongside the communication and assessment of progress",0.9498,502.0,9.5890950277162e-07,2.2870007514053587
20,328,silhouette,"Commercial and professional services, business operations, and various forms of transactions, encompassing provision, acquisition, management, and related financial or legal processes",0.8679000000000001,1321.0,6.133544811496248e-05,1.0646424028558532
20,328,silhouette,"Specific details regarding the characteristics, components, operational aspects, and performance of various systems, products, and processes within their relevant contexts",0.5382,4618.0,0.6776788794140999,-0.0793345574658405
20,328,silhouette,"Societal, institutional, and regulatory frameworks, their design, implementation, and influence on human activity and well-being",0.6042000000000001,3958.0,0.256508413165126,0.1475334413852529
20,328,silhouette,"Guidance for personal growth, practical skill development, and conceptual understanding through shared experiences and instructional advice",0.7637,2363.0,0.0040738486501519,0.5830659390258914
20,328,silhouette,"Pinpointing unique identifiers, precise locations, moments in time, specific attributes, or the defining connections within a description",0.6435,3565.0,0.1180893191357358,0.1986536252102909
20,328,silhouette,"The crafting, presentation, and inherent aesthetic qualities of objects, food, and personal style",0.5926,4074.0,0.3133085675434437,0.0898809035328874
20,328,silhouette,"The practical, administrative, and societal dimensions of health, illness, and medical care, encompassing specific conditions, treatment modalities, patient access, legal and ethical concerns, and public health policy",0.7973,2027.0,0.0012018198812115,0.870255888145747
20,328,silhouette,"Structured data and information, digital platforms, online services, and the processes involved in managing, accessing, and disseminating content, often within specialized technical, commercial, or academic contexts",0.8718999999999999,1281.0,5.095736150178459e-05,1.2348637981617496
20,1004,bic,"Significant aspects of ongoing or completed actions, including their start, development, importance, and results",0.358,6420.0,0.121983415162469,-0.3942866442081385
20,1004,bic,"Optimum or preferred states, comparative qualities, conditions and temporal progression, identifying particular elements and their purpose, current situations, and investigative queries",0.5759,4241.0,0.4085984573294849,0.1006336803090279
20,1004,davies_bouldin,"Personal and collective experiences, subjective evaluations, and decisions. Detailed descriptions of qualities, characteristics, and degrees of attributes. Specific temporal sequences, conditions, and causal relationships. Actions, intentions, processes, and their outcomes, often with strong emphasis or affirmation",0.8324,1676.0,0.0002936348865842,1.2715309981332643
20,1004,davies_bouldin,"Optimal performance and superior quality, functionalities and capabilities for achieving specific goals and positive outcomes, conditions and requirements influencing actions or features, introduction and examination of information, quantification and specificity of items or processes, and addressing issues or improvements",0.6036999999999999,3963.0,0.2587986893936553,0.1581314793101598
20,1004,davies_bouldin,"Temporal relationships and progression, qualitative and quantitative degrees, logical and causal connections, conditional dependencies, expressions of ability and intent, and general references to entities and actions",0.8055000000000001,1945.0,0.0008753960214906,0.88485230429818
20,1004,davies_bouldin,"Describing the activities, communications, and policies of organizations or professional groups, including specific conditions, requirements, and qualifications, often providing information or advice to particular audiences, with an emphasis on evaluation, importance, or degree",0.3897,6103.0,0.229696884644036,-0.3637210472291757
20,1004,davies_bouldin,"Specifying aspects such as type, intensity, sequence, conditions, or actions pertaining to entities or events",0.7530000000000001,2470.0,0.0058546476007086,0.699583782436277
20,1004,davies_bouldin,"Specific conditions, intentions, or causal dependencies influencing outcomes or states, often with an emphasis on quality, degree, or sequence, and referring to particular entities or actions",0.7341,2659.0,0.0107752838643138,0.606058934026834
20,1004,davies_bouldin,"Detailed specification of numerical and temporal aspects, elaboration on qualities and characteristics, linking of entities and actions, and clarification of conditions, motivations, or impact",0.8147000000000001,1853.0,0.0006080106671789,1.4196278159374407
20,1004,davies_bouldin,"A description of entities, their qualities and relative degrees, along with temporal, conditional, and relational aspects",0.8779,1221.0,3.84568900177883e-05,1.5875732482956628
20,1004,davies_bouldin,"The precise timing, duration, and sequential order of events; spatial locations, relative positions, and directions; the degree, intensity, and comparative or superlative attributes of qualities or quantities; the inclusion of additional elements, repetition, or the means by which something occurs; the intention or rationale motivating an event; and the emphasis or confirmation of a state or characteristic",0.6499,3501.0,0.1025594802110248,0.4185029060397753
20,1004,davies_bouldin,"Identifying linguistic connectors, temporal and conditional indicators, specific entity references, and fundamental grammatical components, alongside token fragments or punctuation marks",0.5855999999999999,4144.0,0.3513152906054202,0.205831553826312
20,1004,fixed-k5,"Temporal and spatial positioning, sequential progression, evaluative and intensifying language, personal and narrative voice, specific contextual references, and logical connections",0.9351,649.0,2.1399609755943967e-06,2.4033059386172635
20,1004,fixed-k5,"The characteristics, current states, and functional conditions of described elements, and the circumstances or relationships governing them",0.9352,648.0,2.1284847569425823e-06,1.6796573609381191
20,1004,fixed-k5,"Defining characteristics, quantitative and qualitative attributes, temporal and conditional contexts, capabilities, purposes, and the specific agents or entities involved in an action or description",0.7484000000000001,2516.0,0.0068161143166415,0.586059934788224
20,1004,fixed-k5,"The organization and scheduling of activities and events, identifying involved parties, assessing their significance, and managing information flow and operational conditions",0.6091,3909.0,0.2348072490789515,0.1470574684974289
20,1004,fixed-k5,"Expressions of conditions, reasons, and purposes, along with indicators of temporal sequence, degree, or intensity, structuring logical relationships between concepts and actions",0.9171,829.0,5.529309516455152e-06,1.59608062169822
20,1004,silhouette,"Personal experiences and perspectives, temporal and spatial references for ongoing or changing situations, and expressions of degree or condition",0.7,3000.0,0.0293767081655609,0.6293166287324005
