layer,unit,explanation,AUC,U1,p,MAD
0,5781,"Information about a company's performance, operations, or structure is described alongside an organizational element. It can be a corporate entity, an operating system, a travel agency, a funeral home, or a family-owned business. The context includes indicators of performance, such as sales figures and market share, or describes the presence of people as agents, developers, or sons. Some of the data in the information is numerical. Also, they could be entities such as Google, Apple, or the Chrome operating system.",0.2995,7005.0,0.02897390021297721,-0.4630399454678924
0,3057,"References to governmental or international organizations and their policies, along with discussions related to legal rulings, human rights, and the potential for capital punishment in specific contexts, particularly concerning drug-related offenses",0.1812,8188.0,0.0005152820856213258,-1.0083027103473836
0,5085,"Details related to actions, specifications, and modifications, such as the reconstruction of a structure, the replacement of parts, dimensions, and the act of fitting something.",0.2242,7758.0,0.0026626977835425628,-0.7931705302432662
0,4679,"Purchasing items, transactions, or related financial activities and mentions of prices, currencies, and products, along with providing updates on the status of shipping or orders, or the provision of services, including mentioning the names of companies.",0.4877,5123.0,0.8938295933393569,-0.13804251145842197
20,328,"Financial resources and the challenges faced while managing a small business are presented, often involving the allocation of funds, and the requirement of seeking media coverage to create a brand awareness; other texts also highlight the use of color palettes containing colors, often used for artistic purposes.",0.9905999999999999,94.0,9.072092372140264e-08,3.917396695701134
20,5789,"Technical information regarding how to set up, use, or implement some method or system, especially those with some degree of complexity!",0.8098000000000001,1902.0,0.000739145839927696,0.9878987823710931
20,4268,"Hardware configurations and troubleshooting, including mentions of specific components, setting adjustments, and performance considerations",0.7713,2287.0,0.0031248079684262245,0.6759642030142125
20,2988,"Business operations and expansion, focusing on brand establishment and requirements, along with methods of customer service, promotions, and organizational elements to meet industry needs.",0.9258,742.0,3.5108946824380525e-06,1.9289533916148098
20,4683,"The neuron activates when the text discusses ways of increasing work production without increasing staff hours, such as by using automation for manufacturing processes. This includes discussions about automation in factories, use of lights-out manufacturing and CNC machines, and the loading and unloading of raw materials. The texts also talk about the specific automation processes like the removal of cut parts and advanced part-sorting options, especially focusing on how these processes are implemented.",0.15610000000000002,8439.0,0.00017957596517432283,-1.0222992843651613
20,6045,"A focus on events where people have the chance to win something, such as contests or giveaways!",0.525,4750.0,0.7857584111247039,-0.14802075241993037
20,5741,"Activities related to personal enjoyment and leisure, including the pursuit of new skills, attending events, and engaging in personal expression, alongside discussions of plans, constructions, and associated aspects of a new business, and a review of the conditions of the location, including phases of construction and the involvement of administrative and board members",0.9563999999999999,436.0,6.63362724408072e-07,2.351294726766782
20,5662,"The neuron is activated when the text excerpts contain instances of recipes or cooking instructions, specifically focusing on the preparation of dishes. The context includes mentioning ingredients, steps of preparation, and techniques, like the use of an oven. These contexts relate to cooking processes, and specific recipes for food, such as a green bean casserole or figolli, with emphasis on the dish's preparation and presentation.",0.9854999999999999,145.0,1.231017016301341e-07,3.7441970100621
20,2679,"A text describes innovative uses, like digital intelligence or management capabilities, where there is an adaptation of existing approaches or the emergence of new solutions and methods, frequently found in the fields of technology and markets",0.9971,29.0,6.121758199063496e-08,5.179087523966746
20,2869,"Themes related to governmental entities, locations, and documentation are frequently associated with the neuron's activations. The activations tend to occur in contexts involving records of meetings, announcements of important details of places, summaries of governmental activity, and references to specific buildings or areas. Other instances of activation involve discussions about the characteristics of places or their history, or descriptions regarding entities such as the council.",0.9723999999999999,276.0,2.659451975595453e-07,2.8801897469086306
20,1424,"Association with an individual or individuals and their behavior, where the individual(s) are either suspected of or definitively found to have connections with entities representing a foreign country or government, including their actions and influence on international relations, as well as the actions of others related to these individuals",0.9934,66.0,7.66263063621759e-08,4.122821379408119
20,5278,"The activation is triggered by the presence of content relating to individuals, their achievements, or attributes, often within the context of reporting on someone. The information that appears can include the individual's name, their accomplishments, or their skills, and sometimes the individual is the subject of reporting or discussion. In a few instances, the concept appears with the description of a company or someone's academic or professional life.",0.9064,936.0,9.552661280368843e-06,1.3831640887914771
20,2325,"The neuron activates in response to references to schools, students, and activities related to children's education or involvement in the school. These include the educational setting of a group of children, volunteer work in school, and the PTO's contributions to facilitate students' education. Also associated is the direct mention of students and teachers as recipients of the benefits.",0.6719,3281.0,0.06117158201555571,0.3213246961229062
20,2700,"Aspects involving processes requiring management and control, coupled with the availability of related information or elements needed for oversight, such as the means or methods to act in a certain way, are activated by the neuron, and it is activated by texts that have to do with procedures.",1.0,0.0,5.1283388415865974e-08,6.401564649783953
20,3313,"The described neuron activates in response to texts featuring contests and competitions, especially where a text talks about the conditions and rules of them, and also if they are related to the announcement of the winners or the contest results. These texts also tend to be about a specific timeframe and contain announcements about events, projects, or products.",0.9460000000000001,540.0,1.1828504797692516e-06,1.989816730544146
20,1004,"Anticipating travel-related challenges, specifically delays and congestion due to high traffic volume on roads, especially on days leading up to or during holidays, and peak travel times or weekends.",0.8886000000000001,1114.0,2.304576735242061e-05,1.589120228036535
20,4447,"Events involving a gathering or competition, specifically those of a sporting nature, where a team attempts to achieve a victory or championship title, or where there are situations of rivalry and competition between teams, or where players participate in different games.",0.9753,247.0,2.24633930901569e-07,3.2928224080001995
20,1406,"Activities and characteristics associated with properties, events or items, with a focus on details and planning to achieve a specific result",0.9489000000000001,511.0,1.0079321342469567e-06,2.028575069784627
20,3885,"Instances where a person describes a period of time, often a year, or a specific event, marked by challenges, achievements, and personal development or improvement, and including expressions of ambition, hard work, and potentially overcoming obstacles, often with a hint of fatigue or stress",0.5942000000000001,4058.0,0.3050162949156767,0.14884493751172864
20,1790,"Involvement in projects or releases, along with discussions around dependencies and extensions of software, updates, and APIs.",0.9764999999999999,235.0,2.0941825352223527e-07,2.389531536355242
40,4965,"The neuron activates in response to media-related content; specifically, the content often refers to films, shows, or programs, along with the involved actors, directors, characters, or the related financial aspects. It can involve the process of production, distribution, or reception of a certain film or show, with the mention of actors, characters, plot points, and the financial performance of these media. Another aspect is the potential of franchises, or the success of a certain media to evolve, along with the possible new installments.",0.12300000000000003,8770.0,4.0125646843173906e-05,-1.0838283386624088
40,3948,"Locations of food service establishments and menu descriptions that include details about the type of dishes offered, specialization in specific cuisines or ingredients, hours of operation, and the presence of alcoholic beverages or dining features like lounges.",0.9158999999999999,841.0,5.8827937130259025e-06,1.7059973794330354
40,4055,"Lists of dates and times, usually followed by the word 'done', along with a description of an action or process performed, such as database updates or data exports",0.8019,1981.0,0.0010070008398138791,0.3795442586993344
40,824,"Details of investigations concerning sensitive information such as those related to internal processes, private lives, and data security are explored, also involving the need for protection and disclosure considerations within the context of law enforcement, intellectual property, and privacy policies",0.9823,177.0,1.488581420672583e-07,3.032349464806268
40,1823,"Instances of visual media, party decor, and fashion-related contexts are observed! Visual presentation elements like images with specific themes, references to event preparations, and designers' collections consistently co-occur. Words and phrases related to elegance, design, and presentation are often seen alongside references to visual elements and event planning, often with the addition of design, style or fashion terminology!",0.8111,1889.0,0.0007020056517385284,0.7394046609114386
40,5557,"Speculation about financial concepts such as cryptocurrency and bitcoin, and related aspects such as predicting outcomes, and placing bets, are frequently mentioned in relation to the actions of particular entities, whether individuals, companies, or events related to the topic of speculation",0.9841,159.0,1.337902756417119e-07,3.7371574756687505
40,1516,"Descriptions of situations that involve actions related to natural events like storms, climate, and the potential impact on land; Additionally, a number of actions and behaviors that are associated with the concepts of intimate relationships and romantic partnerships, which also include references to commitment and passion; finally, references to airplanes, the aviation industry, and commercial services. The common theme is the consideration of various scenarios, including the evaluation of data, events, and the factors which influence them.",0.22430000000000003,7757.0,0.002672248792728659,-0.8411350847586996
40,364,"References to computer hardware, software, internet connection, and information availability alongside related technical specifications, like storage capacity and processing speed, and the discussion of product features in relation to the functionality and design of devices like laptops.",0.9964,36.0,6.388148636305179e-08,6.051991697549986
40,4808,"Social media platforms, fashion shows, and product reviews are referenced alongside descriptions of the featured items, their visual appeal, and how they contribute to a specific look or appearance, and additionally, also how users would start using them to improve their fashion, beauty or social media presence, and what others think about them",0.028600000000000014,9714.0,2.8182297844246965e-07,-1.2848747995538732
40,3612,"Preparing and processing food, including the actions of chopping, peeling, and cooking vegetables until they become soft, is described. The preparation can also involve grating and adding other ingredients like oil and spices. The process emphasizes the use of fresh ingredients and combinations, as well as the addition of various elements, such as mixing them with other foods or adding them in a bowl.",0.9176,824.0,5.388106839884334e-06,1.5334956255076706
40,6364,"The neuron activates when the text discusses topics or circumstances where conflict and struggle are present, such as in law enforcement, criminal activities, or nature.",0.41630000000000006,5837.0,0.36211563992514395,-0.5879834454077493
40,3515,"The recurring theme involves negotiations, peace, and the restoration of stability in areas experiencing conflict, or where there are political or security concerns. The text excerpts involve the process of establishing ceasefires, diplomatic efforts involving various stakeholders, and the underlying desire for peace. In the context of conflict, the emphasis is placed on actions taken to reach compromises or the potential for positive outcomes, such as the restoration of stability and progress.",0.9144,856.0,6.355125651360903e-06,2.86509916250913
40,556,"Concepts of religious doctrines, institutional power, and spiritual leadership, focusing on the beliefs, faith, and teachings within a religious structure; this also includes references to official religious positions, doctrines, and related conflicts, as well as the actions and beliefs of specific people and figures within this context",0.8860999999999999,1139.0,2.6004899990084055e-05,1.9295356338163598
40,183,"Situations concerning employment, often with an emphasis on support or job placement services, along with associated resources and assistance to gain, retain, or progress in a professional setting or specific job role, are a common denominator",0.9671000000000001,329.0,3.6116006216933554e-07,2.688236440415368
40,3254,"References to individuals in the realm of entertainment or public figures, where an individual or a performance is highlighted in a text, typically including details about their specific achievements within their respective fields, like music or comedy. These texts often describe the impact or the quality of a performance. These texts sometimes have an emotional component to them and may touch upon personal struggles or triumphs, thus focusing on aspects like career, health and relationships.",0.16450000000000004,8355.0,0.0002575579813060549,-0.9530899485290496
40,6067,"Events that are held over a period of time, such as awards ceremonies, parties or legal processes; and a reference to the specific point of time when they start or finish; and the mention of other related events or people.",0.9645,355.0,4.1916693448883035e-07,3.104973683903891
40,3636,"Disharmony between members of a political group regarding financial matters, especially a party's financial state, is the central theme. Key elements include the party's overdraft, efforts to clear it, and accusations among leaders. The highlighted tokens reference situations that focus on disputes and disagreements between figures holding leadership positions within the party, including internal accusations and discussions around discipline, and matters of debt.",0.9685,315.0,3.332179227771613e-07,2.8832770855120584
40,1555,"Financial transactions and financial products, often involving electronic or digital payment methods, and their use in different contexts, including online platforms, retail, and international trade, such as payment orders, credit cards, or Bitcoin transactions!",0.9832,168.0,1.4112983113460763e-07,4.07238880378159
40,6106,"Content related to the digital preservation of media formats, often involving the transfer of physical media like VHS tapes to digital formats or video. This also includes information on the technical processes, tools, and software needed for conversion, with considerations for copyright and the ability to copy original media. Additionally, information about video games and movies such as their release dates, editions, and trailers are also mentioned.",0.9668000000000001,332.0,3.674352815684613e-07,4.525012841223772
40,4244,"The neuron activates in response to text excerpts that describe something that is beneficial or helpful. These texts discuss concepts like treatment, solutions, and remedies in different contexts, often related to health and well-being, like the relief of pain or the improvement of the body's condition, as well as products, processes, or actions that offer assistance. The content also includes specific details about various practices such as massage and treatment types.",0.8545,1455.0,0.00011263565233704504,0.8003302637811301
