layer,unit,explanation,AUC,U1,p,MAD
0,16268,"Reference to the temporal sequence of events, in the context of a short duration, such as an event that follows or happens instantly, or that is happening in the current context",0.9777,223.0,1.7297656657881424e-08,3.6534310562842105
0,10531,"The neuron activates in the presence of indefinite articles ""a"" and ""an"", frequently preceding nouns, in a variety of contexts, including descriptions of objects, legal concepts, career paths, and activities such as walking, with an emphasis on the role of the indefinite articles to introduce the noun, like 'a' dinner plate, 'a' career, 'a' walk",0.9413999999999999,586.0,1.0016387115565457e-06,2.1223101513384797
0,10338,"Topics, such as services and solutions, are offered in relation to telecommunications, and frequently associated with the term telephone, related to marketing and business operations",0.2779,7221.0,0.015556092448905089,-0.6558877670645148
0,12482,"Instances of childhood or infancy, particularly in the context of creating or receiving presents, or with regards to objects used to entertain them!",0.8416,1584.0,0.0001983700730508423,1.0042827585151033
0,6213,Cyclical periods characterized by distinct weather patterns or related events,0.9644,356.0,1.7406303664164383e-07,2.53512036332873
0,31,"An abbreviation frequently used, often in the context of scientific, industrial, or specialized website content, appearing after related terms",0.23095,7690.5,0.0027568675950566147,-0.6128968418901829
10,10818,"Instances of dates, especially with months such as September, followed by information related to politics, economics, stock markets, and sports competitions",0.14190000000000003,8581.0,2.1318967688204742e-07,-0.5185298172466458
10,10787,"The texts present instances where a component is described or presented as a result or a consequence, related to some previous action or system, with the term ""Gets"" appearing repeatedly in a list of permissions, ""done"" appearing after timestamps with summaries of operations, and the word ""합니다"" appearing alongside descriptions of a translation service. Furthermore, an abbreviation for example, or ""eg"", is used to illustrate how to organize items or filter information within a project.",0.471,5290.0,0.43407498064204497,-0.19543218607492838
10,3863,"Instances of user-generated content, in which a user responds to another user, or initiates a response, with the context of a discussion forum or comment section; the conversation involves a back and forth that mentions actions or results, often with indications of approval, agreement, or further discussion of the subject, and some form of a signature that indicates the author or source of the comment.",0.4985,5015.0,0.8668999038035439,-0.054180141386535076
10,10341,"Immunology or Antibody identification, color names, and jewelry types are present",0.9957,43.0,5.301449802795017e-25,9.952600320241315
10,4006,"Links to external resources, typically URLs, often with slashes and other symbols, embedded within the text, and often related to news articles, social media, or software downloads",1.0,0.0,5.74902352391832e-132,90.33214677104819
10,13527,"Information retrieval, including the words like, and the process of sourcing information, especially dates and source websites or other references",0.17280000000000004,8272.0,4.789901961775056e-07,-1.384833875279247
10,1198,"Information about software packages, updates, and versions is requested and presented, particularly focusing on the processes involved in installing or applying updates for software. It includes actions like selecting target packages, downloading required components, and the use of software component architecture format files.",0.548,4520.0,1.7290060498938825e-05,0.8469227094976448
10,15418,"Offers to provide assistance in the form of services or goods, often with the phrase  and the expression of an eagerness or willingness to provide the assistance, frequently involving contact information and an invitation to communicate",0.999,10.0,2.0524195360122637e-08,14.540780543656906
10,8945,"A specific numeric value, specifically the number one, is being mentioned in relation to a real-estate context to express quantitative information",0.4995,5005.0,0.9282872148296558,-0.0316227780101397
10,11970,"Concepts of risk are a central theme, encompassing a range of potential consequences, including harm to individuals and the economy, that result from specific events or situations and actions taken or not taken in response to them, also encompassing discussions about actions or inactions in specific contexts and their associated repercussions, exploring scenarios related to avoiding and managing risks",0.4084,5916.0,0.3185589113760824,-0.35145029437984776
10,9562,Expressions indicating a preceding statement or previously discussed information!,0.9368,632.0,1.721260136735374e-07,3.138234399967759
10,3209,"Information and visual representation related to individuals, encompassing elements such as biographical data, images, and content available through websites or online platforms!",0.274,7260.0,0.013829530021632034,-0.6939268843734129
10,2286,The beginning of a document,0.021200000000000017,9788.0,2.2686651314248955e-11,-0.8629262011079561
10,8648,Initial sentences of the texts,0.02450000000000001,9755.0,5.158706984073789e-10,-0.8370117768281263
10,8516,"The presence of foods, beverages, and preparations, frequently associated with breakfast, brunch, or light meals, with attributes such as quality, and the state of being recently made or harvested",1.0,0.0,6.524136185271501e-10,29.211062878449745
10,1928,"A discussion or comparison of musical works is occurring, particularly in the context of recent releases and upcoming projects, with a focus on evaluating their potential success and the influence of different styles and artists, also highlighting aspects such as sales, chart performance, and the reception by the audience!",0.9939,61.0,4.9115425990337065e-08,6.428041931734475
10,12045,"Complete absence or negation, lack of something in its entirety",0.8083,1917.0,2.2257228621733938e-05,0.6256228588510604
10,15015,"The circumstances that are related to past accomplishments or established foundations, often involving individuals or entities, and can encompass financial, societal, or professional aspects",0.40190000000000003,5981.0,0.21151121231384662,-0.4027746714690589
10,603,"Passages of time, including a unit of 10 years and a unit of 100 years, and units representing a 24-hour cycle or a portion of the week",0.9674,326.0,3.919304981726318e-08,4.421183142377981
10,4250,Announcements or reports related to business partnerships or collaborations often involve two or more entities,0.4975,5025.0,0.8262064843112343,-0.06633075858153192
20,1654,"The neuron appears to activate when there is a series of entries or information, often formatted or organized in a specific manner, that could potentially constitute a list or a collection of related items or data. The items could be logs, dates, database records, journal entries or even addresses. The order might involve a chronological order, a numerical order or a spatial arrangement.",0.4825,5175.0,0.5485122384569007,-0.11553322400051594
20,13722,"Descriptions of sustainability and environmental responsibility, especially as related to manufacturing practices, product design, and energy usage, or mentions of environmentally sound practices, materials, or energy sources",0.9878999999999999,121.0,7.950590067369478e-08,4.963772002150051
20,1817,"The beginning of a text, and the name or a part of a name, especially when referring to an individual or group involved in scientific research, military displays, or business operations",0.23000000000000004,7700.0,0.0005147888317645317,-0.476286568149163
20,3307,"Days of the week are mentioned, especially when they are associated with events, or deadlines, and are used to provide the time context of the text, often in the context of games, challenges, and scheduled activities",0.999,10.0,2.3181879734792833e-16,18.17002757049822
20,4671,Initialization,0.15159999999999998,8484.0,0.00014706395782885373,-0.8737565921015317
20,3429,The state of an event continuing or existing during a specified period or timeframe,0.1862,8138.0,0.0005736069518774482,-0.7040987720317928
20,6348,"A connection to a sport with punches and combat, often with a ring, with mentions of matches, winning and titles, and people competing or coaching, along with associated terms like weight classes, knockouts, camps, and related organizations or places",1.0,0.0,2.338919276622777e-21,415.68119802882563
20,1478,"The interplay between contrasting elements, the juxtaposition of seemingly separate concepts, and the establishment of a boundary that separates different ideas or realities are explored. This includes boundaries between art forms, different perceptions and also the concept of internal and external. Further examples include distinctions and the real and the imagined, alongside the concept of inclusion and exclusion of thought. The examples also cover the idea of unity and how different elements are interconnected.",0.9466,534.0,1.143834232002558e-06,2.310899062299161
20,759,"Initial state of a textual representation, with focus on the beginning",0.0006000000000000005,9994.0,2.807503776212523e-08,-1.1055504685602906
20,1615,Initialization of a text,0.016500000000000015,9835.0,9.070240109124196e-14,-2.1274934712189664
20,15565,Digital object identifiers and related web links,0.4995,5005.0,0.9282872148296558,-0.03162277649651831
20,10433,"A depiction of a persona's identity, frequently highlighting aspects of self-awareness, personal characteristics, and preferences in the form of self-descriptions, thoughts, and introspections, often focusing on multifaceted interests, traits, and individual aspirations!",0.9992,8.0,6.297861388710048e-09,11.466511120568269
