layer,unit,explanation,AUC,U1,p,MAD
20,9836,"A reference to specific terms related to data privacy, outlining the actions or responsibilities concerning personal information within an organization's framework, including consent, transparency, and data handling processes, as well as the adherence to legal or contractual obligations",0.31179999999999997,6882.0,0.04038036735376889,-0.5085571205665997
20,10046,"Processes and materials related to transmission, mechanisms, and manufacturing in a variety of contexts, including cellular pathways, anesthetic effects, and ceramic properties, especially in cases where processes like conduction, excitation, and manufacturing are mentioned, alongside the usage of metals, components, and shapes, as well as the different features and sizes of the items",0.3741,6259.0,0.17034463688442014,-0.3556276742096436
20,10182,"The neuron activates when the text discusses topics related to diverse types of activity, including project management methods, coding, website design, and environmental governance, and the methods that deal with the flow of action. This includes the application of activity codes within a project, a coding system within a program, or a process of decision-making. The activation is observed in contexts involving the organization of tasks, the management of projects, or processes, and the actions associated with those activities and tasks",0.7470999999999999,2529.0,0.007112420433741051,0.5820198507021593
20,10617,"Locations or gatherings related to art, culture, and entertainment, such as cities, performances, and books, along with references to people or things from the city itself and events like movies or book readings, are likely to cause the feature to activate",0.326,6740.0,0.05807490839958541,-0.41694992208526505
20,10765,"The activation of the feature is prompted by content that contains the appearance of a person's name or a name's reference within a text, in a context of movie projects, filming, or casting, and may or may not be accompanied by the title of a project or media production. The person's name appears along with other names of people or projects related to filming, and the description may contain elements such as office, filming location, or era.",0.5283,4717.0,0.7582534610183812,0.09837133035422688
20,11587,"Entities such as companies or government agencies, their actions, and legal aspects related to their activities, with mentions of partnerships, areas of expertise, and regulations or licenses, often associated with a location or region",0.7928,2072.0,0.0014255773700564917,0.900742627274066
20,11626,"The neuron activates when the text discusses topics related to software development and design, encompassing elements like programming interfaces, application design, and system architecture; additionally, the neuron activates when the text mentions user interface elements like buttons, icons and image display functionality, referencing specific API properties, classes, and code samples, as well as the integration of these elements in applications, including their visual and functional behavior and the technical aspects of implementing these features, like the use of custom elements and the manipulation of design resources like CSS.",0.999,10.0,5.451817945478559e-08,4.71852664724076
20,12784,"Medical examinations, clinical settings, or medical testing procedures, often involving a laboratory, diagnostic facilities, and medical professionals, with frequent mentions of specimen collection, testing facilities such as labs and clinics, and results being communicated to medical staff and the patient, frequently involving a hospital or medical testing establishment and their associated procedures",0.9182,818.0,5.223218495212885e-06,1.4164691869645532
30,46,"The description pertains to real estate and tourism. It involves mentions of locations and facilities, such as visitor centers, tourism programs, and chamber of commerce offices, and the actions related to relocating these facilities. There's also the element of economic development, and specifically, the use of analysis and recommendations to provide insights into real estate decisions and to enhance tourism within a particular county.",0.9215,785.0,4.399264070827911e-06,2.052843055254694
30,129,Activities or entities related to legal matters and healthcare services,0.5799000000000001,4201.0,0.38433246589176884,0.07373751421464851
30,557,"A discussion concerning the integration of various technologies or elements to create a functional system, focusing on the need for expertise and customization for achieving a competitive advantage, especially in rapidly evolving fields. This includes a balance between using pre-built components for efficient development and making unique modifications in the underlying system to stand out. The context often involves the Internet of Things, with a focus on its market dynamics, the challenges of innovation, and the use of platforms for streamlined development.",0.014300000000000012,9857.0,1.216438815767829e-07,-2.9392770426897425
30,715,"The neuron activates in response to the presentation of information related to legal issues, including the terms of use of a website, the content hosted there, and the implications of using that content! It emphasizes the disclaimers and limitations surrounding the provided information, the rights associated with the content and any actions related to it, the governing law, and the jurisdiction in the event of any disputes! This encompasses the conditions for website use, the responsibility for its content, and legal rights!",0.38539999999999996,6146.0,0.21203573660561081,-0.29370647897207136
30,738,"Entities related to financial transactions, ownership, and shares, including offering periods, share prices, dividends, and letters, are frequently mentioned in conjunction with the concepts of a financial institution, or a bank, and its efforts to acquire or gain control over another entity, such as the bond exchange or a specific company",0.07590000000000002,9241.0,3.839341414958115e-06,-1.7427115331102767
30,1721,"Instances where individuals are mentioned in connection with a specific context, often with a perceived or actual negative outcome for them, with actions that may be perceived as improper or potentially unethical, and involving the appearance of financial actions and dealings that are perceived as questionable or excessive, as well as the appearance of financial resources being used in ways that are not considered to be normal or proper in specific contexts",0.9884999999999999,115.0,1.029075356074078e-07,3.0059580044629866
30,1911,"Focus on topics related to taxation, political developments, and financial aspects!",0.43420000000000003,5658.0,0.4737899868434199,-0.11486044456086918
30,2324,"The neuron activates when the text discusses experiences related to the entertainment industry, specifically movies and magazines. The activation occurs in segments that reference reviews of films with particular characteristics, especially those with suspenseful, confusing, or disturbing plots. Also, it activates when the text discusses magazines with a focus on historical content, such as crime and specific persons and events from history.",0.9968,32.0,6.234580697146195e-08,2.2045586908330717
30,2589,"Concepts of therapy, self-improvement, and understanding of emotions trigger the activation. The neuron is sensitive to the idea of resolving negative feelings and achieving a more fulfilling life through counseling or psychotherapy. The context involves processes such as clarifying goals, gaining self-awareness, and seeking brighter perspectives on life's challenges.",0.0071000000000000065,9929.0,7.897710978009256e-08,-3.2391430311409763
30,3461,"The texts exhibit a pattern of referencing information related to cultural heritage, concepts of memory, and technical documents, as well as announcements. These references frequently appear in contexts involving specific terms like ""blend,"" language, ancestral lineage, recalling, and various technical documents, datasheets and product catalogs. There are also mentions of governmental announcements.",0.731,2690.0,0.01186515339561223,1.567253966476001
30,3828,"Recurring mentions of concepts such as ""pregnancy"", ""dentist"", ""oral"", and ""mouth"" indicate a pattern centered around dental care during pregnancy. Frequent references to ""hormone"", ""extra"", and ""stomach"" further specify this theme, indicating awareness of pregnancy-related hormonal changes and their impact on oral health. The text also includes mentions of ""brushing"" and ""-rays"", indicating dental procedures and preventative measures. Mentions of ""mul"" and ""ledo"" can be considered additional information that is not related to the core topic.",0.4345,5655.0,0.475810030739244,-0.189027275260016
30,4971,"Recurring occurrences of the phrase ""entry"" in different contexts, indicating content related to postings or articles within a specific online system, alongside keywords like ""can"", ""has"", or ""this"", likely signaling the introduction or description of a particular item or subject, often from a food or restaurant, architecture, or weight loss domain.",0.527,4730.0,0.7690543981548217,0.07100761480242458
30,5245,"Apparel sizes, product details, and the usage of the product being described are mentioned frequently, specifically regarding jackets and jerseys, along with their features like hood sizes, pockets, and other details.",0.4381,5619.0,0.5004150523016444,-0.19134325427145624
30,6472,"Concepts of furnishing, design, and interior spaces are consistently referenced, with a strong focus on aspects like selecting appropriate items, styles, and decorative elements to enhance the functionality and aesthetics of a living area. The descriptions often contain evaluations of the space and how the specific setup provides comfort and enjoyment, alongside considerations like the user's needs and preferences.",0.7585,2415.0,0.004866598437460519,0.6645405690395421
30,6892,"Themes of financial planning, real estate, and legal matters, specifically in relation to mortgages and contracts, where parties involved seek assistance from professionals to achieve a successful outcome!",0.5801000000000001,4199.0,0.38314276817042314,0.18994080146898726
30,9947,"A commercial product, a form of production, a type of material, or a piece of equipment is often followed by a description, and then a series of related products or offerings; these are often followed by the phrase 'manufacturer / supplier' or 'for sale' to define the goods being described",0.2238,7762.0,0.0026248049339246122,-0.6024198953308426
30,10713,"References to tools and equipment, particularly devices that involve grinding or refining materials. The contexts in the different texts showcase this idea, with descriptions of different grinding equipment, their industrial applications, and associated components. This is seen across different contexts, from discussions of industrial tools to product descriptions and sales information, including mentions of ""die grinder"", ""micro grinder"", and related terms.",0.22,7800.0,0.0022886449616932097,-0.946292277622123
30,12035,"Military service, wartime experiences, and related concepts such as veteran status, mental and physical health, terrorist attacks, and international conflicts like Afghanistan, Iraq, and Libya, which often involve casualties and challenges for those involved, as well as the societal and emotional consequences of these events!",0.3982,6018.0,0.26763077341890384,-0.2918257139493736
30,14030,"Services and offerings related to printing, including digital and large-format printing, with a focus on color printing, customization, and smaller print runs, particularly for business-related materials!",0.08329999999999997,9167.0,5.644815339232607e-06,-1.3275907627599983
30,14157,"Real estate projects, specifically those in the planning or construction phases, which incorporate a variety of retail spaces and associated services, with an emphasis on creating or expanding neighborhood centers, along with the retail spaces and services in the project, often alongside a description of their location, planned amenities, and timeline, as well as the commercial entities.",0.9654,346.0,3.98137821084159e-07,2.229391947080647
